Client ID,List Index,Number of Websites (FW),Number of Images (AC),Simple Cache (KB),Similarity Cache (KB)
77,2,1,20,846.39,846.39
78,2,1,20,3202.39,3038.45
79,2,1,20,932.08,932.08
80,2,1,20,922.51,922.51
81,2,1,20,2699.91,2631.23
82,2,1,20,415.36,402.16
83,2,1,20,839.81,804.80
84,2,1,20,737.35,714.50
85,2,1,20,1993.44,1681.55
86,2,1,20,1330.45,1330.45
87,2,1,20,3146.26,2550.41
88,2,1,20,22331.32,22246.26
89,2,1,20,1641.18,1641.18
90,2,1,20,2047.71,2047.71
91,2,1,20,17318.93,17318.93
92,2,1,20,2496.75,2496.75
93,2,1,20,955.90,836.37
94,2,1,20,2469.36,2249.55
95,2,1,20,1576.09,1396.96
96,2,1,20,1732.41,1427.03
97,2,1,20,939.46,919.46
98,2,1,20,642.81,642.81
99,2,1,20,1822.56,1599.13
100,2,1,20,968.44,921.41
1,3,1,30,8896.21,8896.21
2,3,1,30,8898.79,8868.28
3,3,1,30,2041.52,1677.70
4,3,1,30,6474.03,6385.19
5,3,1,30,2866.04,2385.35
6,3,1,30,2681.79,2528.37
7,3,1,30,1947.92,1811.45
8,3,1,30,4502.77,4502.77
9,3,1,30,3739.73,3054.00
10,3,1,30,7003.19,6782.93
11,3,1,30,6297.98,6072.61
12,3,1,30,2602.53,2456.38
13,3,1,30,2315.47,2199.74
14,3,1,30,3788.57,3381.30
15,3,1,30,1167.73,1014.23
16,3,1,30,2196.77,1434.47
17,3,1,30,1352.15,1204.50
18,3,1,30,47705.62,47705.62
19,3,1,30,31613.32,29529.05
20,3,1,30,575.51,575.51
21,3,1,30,10469.69,7139.33
22,3,1,30,710.27,623.17
23,3,1,30,4716.99,4702.87
24,3,1,30,1178.00,1178.00
25,3,1,30,1524.68,1249.92
26,3,1,30,4280.78,4133.96
27,3,1,30,4487.01,3430.04
28,3,1,30,918.93,874.36
29,3,1,30,27814.64,25316.33
30,3,1,30,1866.85,1717.11
31,3,1,30,2789.73,2722.34
32,3,1,30,1828.87,1562.39
33,3,1,30,2982.74,2796.38
34,3,1,30,36190.90,35920.79
35,3,1,30,2993.24,2401.18
36,3,1,30,7180.74,6709.36
37,3,1,30,7149.84,7149.84
38,3,1,30,1255.55,1217.13
39,3,1,30,6576.34,4833.30
40,3,1,30,3712.11,3434.32
41,3,1,30,13625.08,12482.24
42,3,1,30,2062.17,2023.11
43,3,1,30,3722.31,3693.69
44,3,1,30,975.60,846.69
45,3,1,30,1221.13,1184.75
46,3,1,30,2495.97,2383.63
47,3,1,30,868.04,839.07
48,3,1,30,4471.58,4312.71
49,3,1,30,4089.30,3879.97
50,3,1,30,32822.65,30515.17
51,3,1,30,4196.42,4140.72
52,3,1,30,6757.09,6700.69
53,3,1,30,2813.46,2538.91
54,3,1,30,15844.87,15706.72
55,3,1,30,2913.60,2704.38
56,3,1,30,2163.90,1957.30
57,3,1,30,1467.05,1290.29
58,3,1,30,7179.51,6739.86
59,3,1,30,941.01,741.70
60,3,1,30,2036.62,1692.84
61,3,1,30,3099.92,2478.88
62,3,1,30,5111.33,5111.33
63,3,1,30,2168.89,1902.41
64,3,1,30,3361.04,3215.34
65,3,1,30,7389.04,7296.68
66,3,1,30,3254.72,2832.32
67,3,1,30,1451.72,1444.80
68,3,1,30,6740.65,6388.74
69,3,1,30,3662.63,3634.29
70,3,1,30,2765.66,2071.93
71,3,1,30,2284.27,1791.42
72,3,1,30,1248.10,1006.88
73,3,1,30,2308.33,1425.62
74,3,1,30,3445.75,3445.75
75,3,1,30,3533.06,3533.06
76,3,1,30,1740.30,1615.55
77,3,1,30,40814.76,39440.96
78,3,1,30,5002.46,4941.40
79,3,1,30,23191.67,21848.40
80,3,1,30,1531.87,1290.01
81,3,1,30,2899.15,2786.97
82,3,1,30,1912.75,1804.03
83,3,1,30,2661.22,2328.26
84,3,1,30,4596.87,4437.46
85,3,1,30,2604.36,2492.18
86,3,1,30,1507.84,1283.85
87,3,1,30,1444.98,1315.63
88,3,1,30,1661.75,1506.37
89,3,1,30,4224.96,4035.17
90,3,1,30,1368.93,1338.11
91,3,1,30,3397.34,3281.75
92,3,1,30,4442.01,4097.13
93,3,1,30,661.87,550.93
94,3,1,30,1021.99,687.66
95,3,1,30,2867.63,2867.63
96,3,1,30,1950.70,1934.57
97,3,1,30,7818.33,7170.07
98,3,1,30,1733.47,1644.59
99,3,1,30,4234.71,4067.18
100,3,1,30,3278.47,3061.01
1,4,1,40,3153.88,2733.95
2,4,1,40,2421.39,2411.00
3,4,1,40,4656.15,3593.62
4,4,1,40,9303.24,9096.47
5,4,1,40,2183.87,2154.98
6,4,1,40,4657.50,4369.50
7,4,1,40,6554.03,6320.46
8,4,1,40,5932.89,5287.22
9,4,1,40,800.12,537.77
10,4,1,40,3031.06,2566.56
11,4,1,40,2651.76,2470.46
12,4,1,40,1651.49,1547.86
13,4,1,40,1927.30,1550.95
14,4,1,40,1211.20,1061.81
15,4,1,40,7348.44,7204.09
16,4,1,40,2736.09,2321.68
17,4,1,40,3750.03,2938.15
18,4,1,40,1313.80,1187.22
19,4,1,40,4354.27,4310.10
20,4,1,40,3130.77,3109.50
21,4,1,40,50419.60,49800.10
22,4,1,40,2911.34,2889.59
23,4,1,40,3279.68,2678.51
24,4,1,40,2275.93,2233.07
25,4,1,40,33513.28,26460.53
26,4,1,40,27134.86,23651.55
27,4,1,40,3756.92,3258.24
28,4,1,40,6472.56,5812.79
29,4,1,40,8346.06,6918.92
30,4,1,40,1636.49,1352.29
31,4,1,40,1198.00,1002.88
32,4,1,40,6005.00,5430.72
33,4,1,40,8609.08,7944.38
34,4,1,40,37386.92,35543.22
35,4,1,40,3728.17,3728.17
36,4,1,40,4869.74,4710.37
37,4,1,40,11763.74,7706.52
38,4,1,40,33059.19,28675.27
39,4,1,40,8516.84,4558.77
40,4,1,40,2993.44,2334.05
41,4,1,40,4658.47,4087.36
42,4,1,40,1636.74,1546.72
43,4,1,40,1199.61,1199.61
44,4,1,40,1657.52,1435.90
45,4,1,40,3704.43,3419.22
46,4,1,40,3880.31,3880.31
47,4,1,40,3019.66,2738.82
48,4,1,40,3116.45,3064.83
49,4,1,40,1671.71,1351.17
50,4,1,40,10284.96,9041.31
51,4,1,40,3866.72,3653.39
52,4,1,40,4103.49,3431.71
53,4,1,40,4657.99,3469.71
54,4,1,40,2356.20,2232.19
55,4,1,40,4307.66,4204.63
56,4,1,40,33747.12,25472.56
57,4,1,40,3137.49,3044.85
58,4,1,40,3242.93,2457.03
59,4,1,40,2732.39,2732.39
60,4,1,40,4469.85,4321.01
61,4,1,40,46754.56,46058.40
62,4,1,40,3870.28,3766.75
63,4,1,40,4554.10,4304.75
64,4,1,40,2534.44,2421.80
65,4,1,40,2243.10,1987.19
66,4,1,40,6629.35,6283.58
67,4,1,40,4044.99,3809.53
68,4,1,40,4870.58,4719.43
69,4,1,40,741.09,526.66
70,4,1,40,3086.22,2670.43
71,4,1,40,4966.53,4735.23
72,4,1,40,4933.67,4833.71
73,4,1,40,4563.75,3955.93
74,4,1,40,2364.29,2056.00
75,4,1,40,4850.77,4119.57
76,4,1,40,1939.27,1793.24
77,4,1,40,2796.31,2225.73
78,4,1,40,646.56,437.44
79,4,1,40,6745.49,6380.31
80,4,1,40,7060.25,7060.25
81,4,1,40,2949.49,2681.06
82,4,1,40,4908.45,4666.91
83,4,1,40,37863.14,32848.83
84,4,1,40,1313.12,1130.22
85,4,1,40,3262.59,2745.14
86,4,1,40,766.54,653.32
87,4,1,40,4096.94,3869.90
88,4,1,40,8412.75,8412.75
89,4,1,40,34638.06,32314.27
90,4,1,40,1970.61,1691.57
91,4,1,40,1776.22,1451.07
92,4,1,40,11710.84,11660.73
93,4,1,40,1341.13,913.43
94,4,1,40,1226.24,1183.86
95,4,1,40,852.16,832.55
96,4,1,40,15059.63,11087.46
97,4,1,40,5437.16,3780.94
98,4,1,40,2268.35,2019.94
99,4,1,40,4203.12,3659.91
100,4,1,40,1123.39,1048.16
1,5,2,10,961.76,961.76
2,5,2,10,594.44,538.02
3,5,2,10,862.73,862.73
4,5,2,10,1083.17,1083.17
5,5,2,10,388.38,350.66
6,5,2,10,10854.24,10854.24
7,5,2,10,1219.92,1219.92
8,5,2,10,6245.65,6245.65
9,5,2,10,567.92,504.05
10,5,2,10,628.89,628.89
11,5,2,10,2745.19,2745.19
12,5,2,10,16344.46,16344.46
13,5,2,10,829.46,662.04
14,5,2,10,30767.28,30767.28
15,5,2,10,3047.98,2972.93
16,5,2,10,1401.74,1401.74
17,5,2,10,916.53,916.53
18,5,2,10,998.17,951.45
19,5,2,10,568.07,529.06
20,5,2,10,1742.70,1742.70
21,5,2,10,739.71,685.86
22,5,2,10,958.73,958.73
23,5,2,10,2301.89,2301.89
24,5,2,10,1409.88,1409.88
25,5,2,10,236.03,236.03
26,5,2,10,4197.18,4197.18
27,5,2,10,412.11,412.11
28,5,2,10,7472.22,7472.22
29,5,2,10,1156.18,1156.18
30,5,2,10,5687.85,5433.13
31,5,2,10,4282.35,4282.35
32,5,2,10,942.19,942.19
33,5,2,10,897.03,897.03
34,5,2,10,515.41,515.41
35,5,2,10,1873.31,1873.31
36,5,2,10,2784.75,2784.75
37,5,2,10,382.33,382.33
38,5,2,10,1186.67,1066.22
39,5,2,10,928.33,928.33
40,5,2,10,377.24,377.24
41,5,2,10,545.90,545.90
42,5,2,10,239.26,239.26
43,5,2,10,679.03,679.03
44,5,2,10,463.90,463.90
45,5,2,10,884.97,884.97
46,5,2,10,552.20,473.32
47,5,2,10,445.79,445.79
48,5,2,10,283.85,283.85
49,5,2,10,2080.21,1890.18
50,5,2,10,2598.25,2598.25
51,5,2,10,1343.31,1343.31
52,5,2,10,752.05,752.05
53,5,2,10,652.42,607.73
54,5,2,10,363.41,363.41
55,5,2,10,1954.40,1954.40
56,5,2,10,7710.52,7710.52
57,5,2,10,2699.67,2699.67
58,5,2,10,2389.44,2389.44
59,5,2,10,1391.58,1391.58
60,5,2,10,472.91,472.91
61,5,2,10,2790.41,2703.25
62,5,2,10,809.76,809.76
63,5,2,10,728.95,728.95
64,5,2,10,2626.19,2626.19
65,5,2,10,441.85,421.37
66,5,2,10,1450.17,1450.17
67,5,2,10,804.94,804.94
68,5,2,10,789.73,789.73
69,5,2,10,491.93,491.93
70,5,2,10,475.06,475.06
71,5,2,10,3196.31,3196.31
72,5,2,10,5271.82,4046.68
73,5,2,10,29263.86,29263.86
74,5,2,10,1239.27,1239.27
75,5,2,10,4055.73,4055.73
76,5,2,10,858.01,858.01
77,5,2,10,2161.88,2120.09
78,5,2,10,1186.67,1186.67
79,5,2,10,671.34,671.34
80,5,2,10,904.81,820.84
81,5,2,10,1055.28,1055.28
82,5,2,10,1517.15,1517.15
83,5,2,10,2748.52,2748.52
84,5,2,10,379.95,333.23
85,5,2,10,770.02,770.02
86,5,2,10,459.60,459.60
87,5,2,10,1319.37,1236.12
88,5,2,10,1173.55,1173.55
89,5,2,10,375.28,286.20
90,5,2,10,1416.45,1416.45
91,5,2,10,1180.43,1180.43
92,5,2,10,305.58,277.88
93,5,2,10,2220.83,2165.91
94,5,2,10,1915.77,1897.05
95,5,2,10,6356.71,6356.71
96,5,2,10,747.92,747.92
97,5,2,10,518.73,475.68
98,5,2,10,1759.25,1696.84
99,5,2,10,712.95,712.95
100,5,2,10,684.00,684.00
1,6,2,20,4197.23,4197.23
2,6,2,20,6247.55,6247.55
3,6,2,20,1338.87,1338.87
4,6,2,20,2742.96,2742.96
5,6,2,20,1971.18,1835.88
6,6,2,20,3927.72,3809.62
7,6,2,20,3766.45,3766.45
8,6,2,20,3053.31,3053.31
9,6,2,20,3105.51,2838.31
10,6,2,20,650.76,650.76
11,6,2,20,1326.18,1326.18
12,6,2,20,5379.15,3453.54
13,6,2,20,18143.56,16807.25
14,6,2,20,2197.19,2153.01
15,6,2,20,5627.31,3934.15
16,6,2,20,1226.05,1226.05
17,6,2,20,5360.48,5360.48
18,6,2,20,4377.44,4236.02
19,6,2,20,11925.05,11925.05
20,6,2,20,1122.16,1087.60
21,6,2,20,918.09,918.09
22,6,2,20,790.89,655.95
23,6,2,20,1290.59,1290.59
24,6,2,20,721.02,688.90
25,6,2,20,834.12,799.36
26,6,2,20,2437.16,2299.95
27,6,2,20,13734.52,13369.83
28,6,2,20,2397.28,2112.90
29,6,2,20,1829.45,1612.38
30,6,2,20,2721.65,2570.83
31,6,2,20,1586.51,1503.33
32,6,2,20,1933.62,1742.08
33,6,2,20,2215.50,2215.50
34,6,2,20,1943.83,1729.44
35,6,2,20,8662.63,8632.11
36,6,2,20,1707.96,1707.96
37,6,2,20,4143.61,4096.54
38,6,2,20,1664.36,1535.89
39,6,2,20,2043.12,2043.12
40,6,2,20,1554.97,1554.97
41,6,2,20,2294.18,2187.69
42,6,2,20,1446.46,1374.06
43,6,2,20,3553.36,3531.24
44,6,2,20,2167.53,2032.61
45,6,2,20,2761.44,2761.44
46,6,2,20,4865.84,4865.84
47,6,2,20,1884.75,1884.75
48,6,2,20,3394.93,2536.08
49,6,2,20,542.35,526.83
50,6,2,20,2868.92,2742.24
51,6,2,20,1559.33,1454.36
52,6,2,20,1274.88,1175.94
53,6,2,20,1456.28,1231.84
54,6,2,20,10977.55,10945.93
55,6,2,20,1702.50,1679.65
56,6,2,20,3659.92,3659.92
57,6,2,20,2339.57,2339.57
58,6,2,20,1133.68,848.22
59,6,2,20,1677.40,1677.40
60,6,2,20,1021.70,971.37
61,6,2,20,1395.71,1363.23
62,6,2,20,1675.14,1640.38
63,6,2,20,1666.08,1666.08
64,6,2,20,2743.14,2374.47
65,6,2,20,7133.78,6849.35
66,6,2,20,3697.78,2657.53
67,6,2,20,503.09,489.89
68,6,2,20,2685.76,2685.76
69,6,2,20,14211.51,14211.51
70,6,2,20,2802.40,2705.65
71,6,2,20,1355.87,1355.87
72,6,2,20,740.05,714.48
73,6,2,20,21853.90,19164.06
74,6,2,20,5360.16,4911.12
75,6,2,20,2141.02,2029.99
76,6,2,20,1960.51,1697.59
77,6,2,20,1374.64,1228.36
78,6,2,20,3095.53,3095.53
79,6,2,20,2840.04,2695.23
80,6,2,20,46820.19,46707.18
81,6,2,20,1567.08,1567.08
82,6,2,20,4182.39,3214.63
83,6,2,20,2064.84,1909.53
84,6,2,20,5892.05,5683.03
85,6,2,20,3234.88,3234.88
86,6,2,20,1125.20,1125.20
87,6,2,20,914.50,881.02
88,6,2,20,2844.95,2686.64
89,6,2,20,4185.98,4185.98
90,6,2,20,3196.69,3196.69
91,6,2,20,6648.71,6648.71
92,6,2,20,19934.07,19934.07
93,6,2,20,1811.04,1811.04
94,6,2,20,2273.82,2273.82
95,6,2,20,11367.05,10571.25
96,6,2,20,920.88,920.88
97,6,2,20,1833.40,1728.73
98,6,2,20,2912.24,2794.29
99,6,2,20,22411.06,22398.49
100,6,2,20,677.56,637.72
1,7,2,30,1489.11,1489.11
2,7,2,30,1546.83,1328.83
3,7,2,30,1641.67,1524.36
4,7,2,30,2964.82,2786.36
5,7,2,30,1833.96,1787.69
6,7,2,30,3736.72,3736.72
7,7,2,30,2396.79,2299.47
8,7,2,30,1200.80,1137.62
9,7,2,30,4946.72,4823.79
10,7,2,30,3733.69,3418.54
11,7,2,30,6907.36,6775.19
12,7,2,30,3867.86,3794.64
13,7,2,30,3424.57,3358.77
14,7,2,30,1474.06,1370.91
15,7,2,30,12477.88,12477.88
16,7,2,30,2730.77,2607.71
17,7,2,30,11783.01,11783.01
18,7,2,30,2462.27,2462.27
19,7,2,30,9694.22,9694.22
20,7,2,30,3365.85,3207.08
21,7,2,30,3354.78,3354.78
22,7,2,30,2523.08,2356.26
23,7,2,30,5797.24,5797.24
24,7,2,30,2282.75,2282.75
25,7,2,30,3086.71,2863.26
26,7,2,30,2154.41,2042.90
27,7,2,30,4575.96,3306.56
28,7,2,30,2668.26,2668.26
29,7,2,30,1497.55,1382.63
30,7,2,30,2332.10,2332.10
31,7,2,30,3337.80,3216.99
32,7,2,30,2606.18,2565.99
33,7,2,30,3499.30,3378.87
34,7,2,30,997.49,890.44
35,7,2,30,3295.23,3184.86
36,7,2,30,8776.89,8776.89
37,7,2,30,2528.58,2385.01
38,7,2,30,10158.65,7768.83
39,7,2,30,1333.38,1333.38
40,7,2,30,18175.99,18175.99
41,7,2,30,4614.67,4050.90
42,7,2,30,3528.10,3301.09
43,7,2,30,2352.27,1997.26
44,7,2,30,20653.28,19523.46
45,7,2,30,20092.45,20092.45
46,7,2,30,2607.49,2202.85
47,7,2,30,54288.42,44567.17
48,7,2,30,960.02,960.02
49,7,2,30,3246.29,2980.08
50,7,2,30,7696.75,7653.51
51,7,2,30,3119.29,3039.83
52,7,2,30,2069.67,1911.20
53,7,2,30,3509.78,3509.78
54,7,2,30,1146.90,1108.71
55,7,2,30,1043.59,998.20
56,7,2,30,3509.54,3420.93
57,7,2,30,2423.82,2423.82
58,7,2,30,1889.20,1793.34
59,7,2,30,3841.14,3614.77
60,7,2,30,11101.28,10913.80
61,7,2,30,2877.10,2716.62
62,7,2,30,1242.45,1214.84
63,7,2,30,3056.55,2860.45
64,7,2,30,7132.67,6563.99
65,7,2,30,1399.93,1399.93
66,7,2,30,2556.73,2399.75
67,7,2,30,3184.98,2853.39
68,7,2,30,2716.51,2477.82
69,7,2,30,1757.52,1742.68
70,7,2,30,4524.77,4524.77
71,7,2,30,18352.28,17367.58
72,7,2,30,3053.17,3006.64
73,7,2,30,4673.02,4673.02
74,7,2,30,6843.69,6843.69
75,7,2,30,2386.84,2386.84
76,7,2,30,1968.75,1905.56
77,7,2,30,2559.81,2559.81
78,7,2,30,2647.40,2647.40
79,7,2,30,4452.13,4397.67
80,7,2,30,5487.23,5487.23
81,7,2,30,2797.58,2654.84
82,7,2,30,3788.92,3565.25
83,7,2,30,3202.47,3082.54
84,7,2,30,1999.80,1949.54
85,7,2,30,3243.23,2750.95
86,7,2,30,4437.13,4307.39
87,7,2,30,7069.02,6985.91
88,7,2,30,8471.91,7944.53
89,7,2,30,4434.14,4380.09
90,7,2,30,8092.59,7990.23
91,7,2,30,2104.81,1772.69
92,7,2,30,9716.24,9716.24
93,7,2,30,1103.42,1052.42
94,7,2,30,1225.33,1201.73
95,7,2,30,2633.40,2534.89
96,7,2,30,5435.79,5435.79
97,7,2,30,4511.09,4375.42
98,7,2,30,8792.89,8740.44
99,7,2,30,4867.33,4803.06
100,7,2,30,3024.77,2937.61
1,8,2,40,4726.48,4726.48
2,8,2,40,18845.47,15295.86
3,8,2,40,2888.69,2518.84
4,8,2,40,3744.76,3131.29
5,8,2,40,5271.75,3605.25
6,8,2,40,2691.84,2413.93
7,8,2,40,3106.40,2931.84
8,8,2,40,1915.00,1622.99
9,8,2,40,5030.25,4898.40
10,8,2,40,1707.15,1681.38
11,8,2,40,1591.17,1497.87
12,8,2,40,1602.66,1373.39
13,8,2,40,19377.80,17054.59
14,8,2,40,7074.71,6906.24
15,8,2,40,3950.54,3444.46
16,8,2,40,5187.16,5187.16
17,8,2,40,1588.66,1588.66
18,8,2,40,1089.43,1009.42
19,8,2,40,6772.94,6430.92
20,8,2,40,3090.52,2986.45
21,8,2,40,2088.68,2032.80
22,8,2,40,5507.54,5507.54
23,8,2,40,12945.42,6902.03
24,8,2,40,2608.49,2208.92
25,8,2,40,3760.83,2844.28
26,8,2,40,4419.05,3883.70
27,8,2,40,4002.47,3868.53
28,8,2,40,19790.08,17563.64
29,8,2,40,2533.12,2367.32
30,8,2,40,1220.91,1190.49
31,8,2,40,2340.14,2340.14
32,8,2,40,9595.90,9246.13
33,8,2,40,3419.38,3018.94
34,8,2,40,5928.12,5711.29
35,8,2,40,2557.88,2388.98
36,8,2,40,9086.07,8413.70
37,8,2,40,2389.09,1889.24
38,8,2,40,3092.91,3029.54
39,8,2,40,1301.06,1137.80
40,8,2,40,6238.47,5974.49
41,8,2,40,9252.50,8422.83
42,8,2,40,3218.48,2916.20
43,8,2,40,4326.65,4230.33
44,8,2,40,2665.44,2591.73
45,8,2,40,1793.22,1793.22
46,8,2,40,20622.82,20622.82
47,8,2,40,22466.70,20994.28
48,8,2,40,4563.33,4200.49
49,8,2,40,995.73,842.85
50,8,2,40,5401.21,3841.81
51,8,2,40,6701.08,6609.77
52,8,2,40,5528.52,5454.21
53,8,2,40,3319.36,3138.33
54,8,2,40,3129.42,2933.86
55,8,2,40,4110.75,3901.71
56,8,2,40,8329.72,7968.58
57,8,2,40,9390.72,8433.47
58,8,2,40,3321.11,3321.11
59,8,2,40,1353.01,1286.06
60,8,2,40,4497.43,3305.85
61,8,2,40,12888.57,12392.45
62,8,2,40,3356.84,3093.50
63,8,2,40,2608.94,2425.83
64,8,2,40,24914.35,22470.27
65,8,2,40,1755.65,1691.35
66,8,2,40,2795.29,2442.84
67,8,2,40,3992.40,3534.50
68,8,2,40,2246.59,1951.75
69,8,2,40,2985.80,2985.80
70,8,2,40,3644.16,3300.00
71,8,2,40,2290.97,2238.94
72,8,2,40,913.99,913.99
73,8,2,40,3748.74,3601.34
74,8,2,40,1932.88,1818.54
75,8,2,40,3072.18,3072.18
76,8,2,40,4458.47,4437.17
77,8,2,40,1857.17,1822.22
78,8,2,40,3522.76,3163.05
79,8,2,40,5445.97,5136.80
80,8,2,40,7789.49,7691.78
81,8,2,40,1885.10,1721.22
82,8,2,40,6606.73,6444.26
83,8,2,40,2631.27,2600.79
84,8,2,40,2917.74,2468.11
85,8,2,40,2405.46,2351.58
86,8,2,40,3508.72,3367.50
87,8,2,40,3472.92,3338.47
88,8,2,40,5441.20,5260.28
89,8,2,40,55712.42,55665.20
90,8,2,40,5742.37,5742.37
