image number,alt,article_heading,article_url
image_3_2.jpg,,Is this why you're obsessed with Netflix's 'hot Rabbi?' Psychologists pinpoint 3 key features of a 'perfect man' as the internet goes wild for Adam Brody's character in hit show Nobody Wants This,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html
image_3_3.jpg,,Is this why you're obsessed with Netflix's 'hot Rabbi?' Psychologists pinpoint 3 key features of a 'perfect man' as the internet goes wild for Adam Brody's character in hit show Nobody Wants This,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html
image_3_4.jpg,,Is this why you're obsessed with Netflix's 'hot Rabbi?' Psychologists pinpoint 3 key features of a 'perfect man' as the internet goes wild for Adam Brody's character in hit show Nobody Wants This,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html
image_3_5.jpg,,Is this why you're obsessed with Netflix's 'hot Rabbi?' Psychologists pinpoint 3 key features of a 'perfect man' as the internet goes wild for Adam Brody's character in hit show Nobody Wants This,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html
image_3_6.jpg,,Is this why you're obsessed with Netflix's 'hot Rabbi?' Psychologists pinpoint 3 key features of a 'perfect man' as the internet goes wild for Adam Brody's character in hit show Nobody Wants This,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html
image_3_7.jpg,,Is this why you're obsessed with Netflix's 'hot Rabbi?' Psychologists pinpoint 3 key features of a 'perfect man' as the internet goes wild for Adam Brody's character in hit show Nobody Wants This,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html
image_3_8.jpg,,Is this why you're obsessed with Netflix's 'hot Rabbi?' Psychologists pinpoint 3 key features of a 'perfect man' as the internet goes wild for Adam Brody's character in hit show Nobody Wants This,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html
image_3_9.jpg,,Is this why you're obsessed with Netflix's 'hot Rabbi?' Psychologists pinpoint 3 key features of a 'perfect man' as the internet goes wild for Adam Brody's character in hit show Nobody Wants This,https://www.dailymail.co.uk/health/article-13924049/Netflix-hot-Rabbi-Psychologist-perfect-Adam-Brody.html
image_4_1.jpg,Two thirds of men experience 'post-sex blues' after a self-love session a study suggests,EXCLUSIVEMasturbation triggers a distressing mental health issue in TWO-THIRDS of men experts discover - but it occurs in only half of women,https://www.dailymail.co.uk/health/article-13924617/Masturbation-triggers-distressing-mental-health-issue-TWO-THIRDS-men.html
image_4_2.jpg,,EXCLUSIVEMasturbation triggers a distressing mental health issue in TWO-THIRDS of men experts discover - but it occurs in only half of women,https://www.dailymail.co.uk/health/article-13924617/Masturbation-triggers-distressing-mental-health-issue-TWO-THIRDS-men.html
image_5_1.jpg,For reasons not fully understood people who have the cancer but who might not know it can experience pain or numbing sensations while drinking alcohol,Instagram star reveals little-known warning sign of blood cancer that she ignored - amid reports of cases rising in young people,https://www.dailymail.co.uk/health/article-13923963/ignore-pins-needles-hodgkin-lymphoma-warning-sign-cancer-young-people.html
image_6_1.jpg,Experts have warned that eating patterns in early years can start habits which continue into adulthood,Experts issue fresh toddler health warning as study shows half their calories come from ultra-processed junk,https://www.dailymail.co.uk/health/article-13921009/toddlers-ultra-processed-foods-experts-warning.html
image_6_2.jpg,,Experts issue fresh toddler health warning as study shows half their calories come from ultra-processed junk,https://www.dailymail.co.uk/health/article-13921009/toddlers-ultra-processed-foods-experts-warning.html
image_6_3.jpg,,Experts issue fresh toddler health warning as study shows half their calories come from ultra-processed junk,https://www.dailymail.co.uk/health/article-13921009/toddlers-ultra-processed-foods-experts-warning.html
image_7_1.jpg,Scientists at the University of Oxford are creating OvarianVax a jab which teaches the immune system to recognize and attack the earliest stages of ovarian cancer. Stock image,New ovarian cancer jab that could 'wipe out' the deadly disease is in the making UK scientists confirm,https://www.dailymail.co.uk/health/article-13921019/New-ovarian-cancer-jab-wipe-deadly-disease-discovered-UK-scientists.html
image_7_2.jpg,,New ovarian cancer jab that could 'wipe out' the deadly disease is in the making UK scientists confirm,https://www.dailymail.co.uk/health/article-13921019/New-ovarian-cancer-jab-wipe-deadly-disease-discovered-UK-scientists.html
image_8_1.jpg,Developed by a team of international researchers led by British experts the drug called RI-AG03 tackles two 'hotspots' on the protein that leads to the memory robbing condition getting worse over time. Stock image,Major Alzheimer's breakthrough as experts discover 'double whammy' drug that destroys memory-robbing brain proteins,https://www.dailymail.co.uk/health/article-13919919/Alzheimers-drug-medication-breakthrough-toxic-tangles-brain.html
image_8_2.jpg,,Major Alzheimer's breakthrough as experts discover 'double whammy' drug that destroys memory-robbing brain proteins,https://www.dailymail.co.uk/health/article-13919919/Alzheimers-drug-medication-breakthrough-toxic-tangles-brain.html
image_8_3.jpg,,Major Alzheimer's breakthrough as experts discover 'double whammy' drug that destroys memory-robbing brain proteins,https://www.dailymail.co.uk/health/article-13919919/Alzheimers-drug-medication-breakthrough-toxic-tangles-brain.html
image_9_1.jpg,"Sophia Goss, from from Lenwade, Norfolk, pictured with her dad Lewis and mum Megan, started pulling out her hair and chewing on it when she was 18 months old as a 'soothing' technique to help her fall asleep",Young girl with 'Rapunzel syndrome' swallowed stomach-full of own hair,https://www.dailymail.co.uk/health/article-13915503/girl-Rapunzel-syndrome-swallowed-stomach-hair.html
image_10_1.jpg,"In the poll commissioned by the Liberal Democrats , 23 per cent said they did not call an ambulance to go to A&E in the last two years (file image)",Nearly one in four Brits avoid calling an ambulance over fears it would take too long to arrive poll reveals,https://www.dailymail.co.uk/health/article-13914487/Nearly-one-four-Brits-avoid-calling-ambulance-fears-long-arrive-poll-reveals.html
