article_number,image number,alt,article_heading,article_url
3,4,Berry is the mother of two children who almost never appear in public. Nahla Aubry is 16 and Maceo-Robert Martinez is 10,Hollywood beauty Halle Berry in an interview with BILD: It's nice not to be so beautiful for once.,https://www.bild.de/unterhaltung/film-kino/hollywood-beauty-halle-berry-im-bild-interview-schoen-mal-nicht-schoen-zu-sein-66e83535fe73281543a95113
3,5,"This is what ""Never Let Go"" is about: A wooden hut in the middle of the forest civilization at its end and a mother who wants nothing more than to protect her two children from evil. But evil is not as far away as she thinks...",Hollywood beauty Halle Berry in an interview with BILD: It's nice not to be so beautiful for once.,https://www.bild.de/unterhaltung/film-kino/hollywood-beauty-halle-berry-im-bild-interview-schoen-mal-nicht-schoen-zu-sein-66e83535fe73281543a95113
3,6,"Halle Berry's beauty secret? ""No sugar!"" The actress suffers from diabetes and therefore avoids sweets",Hollywood beauty Halle Berry in an interview with BILD: It's nice not to be so beautiful for once.,https://www.bild.de/unterhaltung/film-kino/hollywood-beauty-halle-berry-im-bild-interview-schoen-mal-nicht-schoen-zu-sein-66e83535fe73281543a95113
4,1,Fun on set: Eve Hewson in the new Netflix series “A New Summer”,Bono's daughter goes her own way: Just like her dad? Not really!,https://www.bild.de/unterhaltung/film-kino/bono-tochter-geht-ihren-eigenen-weg-ganz-der-papa-nicht-wirklich-66daac8b72222a3f338e3959
4,2,Eve Hewson: “No friends no relationship” is what she says about herself. The Bono daughter is now a sought-after actress herself,Bono's daughter goes her own way: Just like her dad? Not really!,https://www.bild.de/unterhaltung/film-kino/bono-tochter-geht-ihren-eigenen-weg-ganz-der-papa-nicht-wirklich-66daac8b72222a3f338e3959
4,3,Eve Hewson is the second eldest of Bono's four children,Bono's daughter goes her own way: Just like her dad? Not really!,https://www.bild.de/unterhaltung/film-kino/bono-tochter-geht-ihren-eigenen-weg-ganz-der-papa-nicht-wirklich-66daac8b72222a3f338e3959
4,4,Bono surrounded by his favorite women: wife Alison Hewson (l.) Eve (2nd from right) and Jordan,Bono's daughter goes her own way: Just like her dad? Not really!,https://www.bild.de/unterhaltung/film-kino/bono-tochter-geht-ihren-eigenen-weg-ganz-der-papa-nicht-wirklich-66daac8b72222a3f338e3959
4,5,"Scene from ""A New Summer"" here with Dakota Fanning (left) as Abby Winbury. Eve Hewson plays Amelia Sacks in the new Netflix hit who wants to marry into one of the richest families on Nantucket. It is supposed to be the best day of her life but then events take a different course...",Bono's daughter goes her own way: Just like her dad? Not really!,https://www.bild.de/unterhaltung/film-kino/bono-tochter-geht-ihren-eigenen-weg-ganz-der-papa-nicht-wirklich-66daac8b72222a3f338e3959
4,6,"Meghann Fahy Eve Hewson and Nicole Kidman at the LA premiere of ""A New Summer""",Bono's daughter goes her own way: Just like her dad? Not really!,https://www.bild.de/unterhaltung/film-kino/bono-tochter-geht-ihren-eigenen-weg-ganz-der-papa-nicht-wirklich-66daac8b72222a3f338e3959
5,1,Bruce Willis' daughter Rumer Willis was caught kissing in a no-parking zone,Firefighter quenches Rumer Willis’ thirst for love,https://www.bild.de/unterhaltung/film-kino/feuerwehrmann-loescht-rumer-willis-liebesdurst-66e69446cb180e1cf92085b2
5,2,The unknown fireman quenches the 36-year-old's thirst for love,Firefighter quenches Rumer Willis’ thirst for love,https://www.bild.de/unterhaltung/film-kino/feuerwehrmann-loescht-rumer-willis-liebesdurst-66e69446cb180e1cf92085b2
5,3,They were still a couple: Willis with ex Derek Richard Thomas the father of little Louetta,Firefighter quenches Rumer Willis’ thirst for love,https://www.bild.de/unterhaltung/film-kino/feuerwehrmann-loescht-rumer-willis-liebesdurst-66e69446cb180e1cf92085b2
5,4,Where is Grandpa?! Louetta stares at Bruce Willis. The demented megastar looks happy in the snapshot,Firefighter quenches Rumer Willis’ thirst for love,https://www.bild.de/unterhaltung/film-kino/feuerwehrmann-loescht-rumer-willis-liebesdurst-66e69446cb180e1cf92085b2
6,1,Life already over? Heinz Hellmich (Jan Josef Liefers) does not want to accept THAT,"Trailer premiere: Jan Josef Liefers as ""Old White Man""",https://www.bild.de/unterhaltung/film-kino/trailer-premiere-jan-josef-liefers-als-alter-weisser-mann-66daab0a72222a3f338e394c
6,2,The comedy “Old White Man” will be shown in cinemas nationwide from October 31st,"Trailer premiere: Jan Josef Liefers as ""Old White Man""",https://www.bild.de/unterhaltung/film-kino/trailer-premiere-jan-josef-liefers-als-alter-weisser-mann-66daab0a72222a3f338e394c
7,1,"Lily Collins as the main protagonist in ""Emily in Paris""",“Emily in Paris” on Netflix: What you need to know about the second part,https://www.bild.de/unterhaltung/film-kino/emily-in-paris-bei-netflix-was-sie-ueber-den-zweiten-teil-wissen-muessen-6638e1e43dbd352feb0ee2c6
8,1,Frodo (Elijah Wood) in the classic “The Lord of the Rings”: The masterpiece gets at least one new movie,"""The Lord of the Rings"": These films come after ""The Rings of Power""",https://www.bild.de/unterhaltung/film-kino/der-herr-der-ringe-diese-filme-kommen-nach-ringe-der-macht-66e1a9bc7ec3b15c6e1f79e2
8,2,The second season of “Rings of Power” is currently running on Amazon,"""The Lord of the Rings"": These films come after ""The Rings of Power""",https://www.bild.de/unterhaltung/film-kino/der-herr-der-ringe-diese-filme-kommen-nach-ringe-der-macht-66e1a9bc7ec3b15c6e1f79e2
8,3,Ian McKellen as Gandalf,"""The Lord of the Rings"": These films come after ""The Rings of Power""",https://www.bild.de/unterhaltung/film-kino/der-herr-der-ringe-diese-filme-kommen-nach-ringe-der-macht-66e1a9bc7ec3b15c6e1f79e2
9,1,“The School for Magical Animals 3” in cinemas from September 26 2024,“The School for Magical Animals 3”: All information about the book adaptation,https://www.bild.de/unterhaltung/film-kino/die-schule-der-magischen-tiere-3-inhalt-besetzung-und-trailer-66c4372643ccb2279d8e956a
9,2,"Excerpt from ""The School for Magical Animals 2""",“The School for Magical Animals 3”: All information about the book adaptation,https://www.bild.de/unterhaltung/film-kino/die-schule-der-magischen-tiere-3-inhalt-besetzung-und-trailer-66c4372643ccb2279d8e956a
10,1,“Joker: Folie á Deux” in cinemas from October 3 2024,“Joker 2” soon in cinemas: All information about the cast start and plot,https://www.bild.de/unterhaltung/film-kino/joker-2-im-kino-alle-infos-zur-handlung-besetzung-und-start-66c706c52c55ba688460b384
10,2,Joaquin Phoenix and Lady Gaga in a scene from the movie “Joker: Folie á Deux”,“Joker 2” soon in cinemas: All information about the cast start and plot,https://www.bild.de/unterhaltung/film-kino/joker-2-im-kino-alle-infos-zur-handlung-besetzung-und-start-66c706c52c55ba688460b384
10,3,Joaquin Phoenix and Lady Gaga in a scene from the new movie “Joker: Folie á Deux”,“Joker 2” soon in cinemas: All information about the cast start and plot,https://www.bild.de/unterhaltung/film-kino/joker-2-im-kino-alle-infos-zur-handlung-besetzung-und-start-66c706c52c55ba688460b384
